id,nj,chain,pct_fte,wage_st,hrsopen,diff_fte
229,1,bk,11.5384615384615,4.5,13.5,4.5
229,1,bk,72.1311475409836,5.5,13.5,4.5
230,1,bk,0,4.25,17,11
230,1,bk,56.6037735849057,5.05,17,11
232,1,bk,75,4.75,16,3
232,1,bk,66.6666666666667,5.05,15,3
233,1,bk,74.5098039215686,4.65,16,-4
233,1,bk,69.7674418604651,5.05,16,-4
235,1,bk,34.4827586206897,4.25,16,NA
235,1,bk,NA,5.05,15,NA
237,1,bk,55.8139534883721,4.25,16,0
237,1,bk,41.8604651162791,5.05,15.5,0
238,1,kfc,0,4.75,12,23.5
238,1,kfc,66.6666666666667,5.05,12,23.5
239,1,kfc,75,4.25,13.5,-8.5
239,1,kfc,0,5.05,12.5,-8.5
243,1,roys,31.1111111111111,4.5,16.5,-1.5
243,1,roys,33.3333333333333,5.05,15.5,-1.5
244,1,roys,40,4.25,18,-2
244,1,roys,57.1428571428571,5.05,17,-2
247,1,wendys,0,4.5,15.5,0
247,1,wendys,0,5.05,15.5,0
248,1,wendys,36.3636363636364,4.75,16,1
248,1,wendys,43.4782608695652,5.05,16,1
249,1,bk,46.1538461538462,4.37,15,6
249,1,bk,52.6315789473684,5.05,15,6
250,1,kfc,20,4.5,10,2
250,1,kfc,28.5714285714286,5.05,10,2
253,1,roys,51.8518518518518,4.87,13,0.5
253,1,roys,28.5714285714286,5.05,16,0.5
257,1,bk,71.4285714285714,4.25,16,NA
257,1,bk,NA,NA,NA,NA
258,1,bk,22.2222222222222,4.25,16,14
258,1,bk,62.5,5.05,18,14
260,1,bk,41.6666666666667,4.25,16,-2
260,1,bk,18.1818181818182,5.05,16,-2
262,1,bk,42.4242424242424,4.25,16.5,-2.25
262,1,bk,0,5.05,17.5,-2.25
264,1,bk,0,4.25,15,9.5
264,1,bk,0,5.05,16,9.5
265,1,bk,0,4.25,16,-11
265,1,bk,NA,NA,NA,-11
267,1,bk,33.3333333333333,4.25,16,28
267,1,bk,63.1578947368421,5.05,16,28
269,1,kfc,20,4.45,10,5.5
269,1,kfc,64.5161290322581,5.05,11,5.5
273,1,kfc,15.3846153846154,4.62,10,-2.5
273,1,kfc,19.047619047619,5.05,10,-2.5
275,1,kfc,40,4.25,11,-3
275,1,kfc,14.2857142857143,5.05,10.5,-3
277,1,kfc,16,4.25,10,-1.5
277,1,kfc,9.09090909090909,5.05,10,-1.5
278,1,kfc,37.5,4.25,10,0.5
278,1,kfc,0,5.05,11,0.5
282,1,roys,16.6666666666667,4.25,16,-12
282,1,roys,NA,NA,NA,-12
284,1,roys,24.390243902439,4.5,16,-5.5
284,1,roys,40,5.05,16,-5.5
285,1,roys,16.2162162162162,4.75,16,-5
285,1,roys,22.2222222222222,5.05,16,-5
286,1,roys,8.69565217391304,4.75,11.5,1
286,1,roys,16,5.05,11.5,1
287,1,roys,20,4.5,16,-2.5
287,1,roys,16,5.05,16,-2.5
288,1,roys,0,4.75,16,-0.5
288,1,roys,40,5.05,16,-0.5
289,1,roys,20,4.25,16,0
289,1,roys,30,5.05,15,0
290,1,wendys,47.0588235294118,4.75,12.5,-3.5
290,1,wendys,0,5.05,11.5,-3.5
291,1,wendys,23.5294117647059,4.55,11.5,-1
291,1,wendys,31.25,5.1,11.5,-1
292,1,wendys,48.780487804878,4.8,16,3
292,1,wendys,63.8297872340426,5.05,16,3
295,1,bk,51.6129032258064,4.75,16.5,NA
295,1,bk,NA,5.05,18,NA
297,1,bk,46.1538461538462,4.25,16,14.5
297,1,bk,44.1176470588235,5.05,16,14.5
303,1,roys,32.7868852459016,4.35,17,2
303,1,roys,36.9230769230769,5.05,16,2
304,1,roys,43.4782608695652,4.5,17,-1.5
304,1,roys,46.5116279069767,5.05,24,-1.5
305,1,roys,0,4.39,17,7
305,1,roys,25,5.05,18,7
307,1,roys,57.8512396694215,4.25,18,13.25
307,1,roys,57.4712643678161,5.2,24,13.25
310,1,wendys,0,4.25,11.5,-0.5
310,1,wendys,17.1428571428571,5.05,11.5,-0.5
312,1,bk,40,4.25,11,-3
312,1,bk,42.8571428571429,5.05,10,-3
313,1,bk,56.4102564102564,4.5,15,NA
313,1,bk,NA,5.05,15,NA
314,1,bk,47.0588235294118,4.62,15,5
314,1,bk,68.1818181818182,5.25,16,5
316,1,bk,58.8235294117647,4.62,16,-3.5
316,1,bk,54.5454545454545,5.05,16,-3.5
317,1,bk,0,4.25,12,1
317,1,bk,57.1428571428571,5.05,10.5,1
318,1,kfc,43.4782608695652,4.75,12,2.5
318,1,kfc,50,5.05,11.5,2.5
319,1,kfc,0,4.62,12.5,18.5
319,1,kfc,81.4814814814815,5.05,11.5,18.5
322,1,roys,43.2432432432432,4.75,16,0
322,1,roys,64.8648648648649,5.05,15,0
325,1,roys,25.8064516129032,4.5,15,-4
325,1,roys,8.69565217391304,5.05,15,-4
333,1,bk,14.0350877192982,4.25,15,1.75
333,1,bk,18.75,5.05,15,1.75
336,1,bk,73.6842105263158,4.5,15,-13
336,1,bk,40,5.05,16,-13
337,1,bk,20.2020202020202,4.87,17,5.75
337,1,bk,81.9672131147541,5.05,17,5.75
339,1,bk,78.2608695652174,4.25,16,-11.5
339,1,bk,43.4782608695652,5.05,16,-11.5
340,1,bk,25,4.25,14.5,1.5
340,1,bk,58.8235294117647,5.05,16,1.5
341,1,kfc,26.6666666666667,4.62,9.5,2
341,1,kfc,31.5789473684211,5.05,11,2
343,1,kfc,66.6666666666667,4.75,10.5,-3.5
343,1,kfc,34.7826086956522,5.05,12,-3.5
346,1,kfc,21.6216216216216,4.25,10,2.75
346,1,kfc,25,NA,11,2.75
348,1,roys,26.6666666666667,4.25,10.5,-11.25
348,1,roys,NA,NA,NA,-11.25
350,1,roys,48.4848484848485,4.75,16,0.5
350,1,roys,29.4117647058824,5.05,17,0.5
351,1,roys,10.6666666666667,4.25,16,5.25
351,1,roys,41.6666666666667,5.05,16,5.25
352,1,roys,0,4.75,11.5,NA
352,1,roys,NA,NA,NA,NA
353,1,roys,34.4827586206897,4.37,16,NA
353,1,roys,NA,5.05,16,NA
355,1,wendys,14.8148148148148,4.87,11.5,0
355,1,wendys,22.2222222222222,NA,11.5,0
359,1,bk,0,4.25,15,2
359,1,bk,0,5.05,16,2
360,1,bk,17.1428571428571,4.25,15,10.5
360,1,bk,17.8571428571429,5.05,16,10.5
361,1,bk,34.2857142857143,4.25,16,4
361,1,bk,18.6046511627907,5.05,16,4
362,1,kfc,NA,4.25,12.5,NA
362,1,kfc,80,5.05,12.5,NA
363,1,kfc,0,4.25,12.5,4
363,1,kfc,71.7948717948718,5.2,12.5,4
364,1,kfc,21.2121212121212,4.25,12,3.5
364,1,kfc,5,5.05,12.5,3.5
366,1,roys,14.8148148148148,4.5,11.5,1
366,1,roys,6.89655172413793,5.05,11.5,1
368,1,wendys,0,4.25,12.5,1.5
368,1,wendys,0,5.05,11.5,1.5
369,1,bk,0,4.35,15,-11.5
369,1,bk,NA,NA,NA,-11.5
370,1,bk,68.8468158347676,4.85,16,2.4499999999999993
370,1,bk,82.5396825396825,5.05,16,2.4499999999999993
376,1,bk,30.7692307692308,4.5,14,-1.5
376,1,bk,0,5.05,14,-1.5
377,1,bk,66.6666666666667,4.25,14,2
377,1,bk,55,5.05,14,2
379,1,bk,66.6666666666667,4.62,16,4
379,1,bk,82.3529411764706,5.05,16,4
380,1,bk,48.780487804878,4.5,16,4.5
380,1,bk,60,5.05,16,4.5
383,1,bk,60,4.5,16,0
383,1,bk,70,5.05,16,0
384,1,bk,NA,4.65,16,NA
384,1,bk,0,5.05,16,NA
385,1,bk,61.5384615384615,4.25,17,-1
385,1,bk,60,5.05,17,-1
386,1,bk,0,4.25,17,10.5
386,1,bk,60.8695652173913,5.05,17,10.5
391,1,kfc,76.9230769230769,4.25,10,-2
391,1,kfc,68.5714285714286,5.05,10,-2
393,1,kfc,33.3333333333333,4.62,11,11
393,1,kfc,78.2608695652174,5.25,11,11
396,1,roys,66.6666666666667,4.87,17,-10
396,1,roys,30.7692307692308,5.4,16,-10
397,1,roys,19.047619047619,4.25,17,-4.5
397,1,roys,36.3636363636364,5.05,17,-4.5
398,1,roys,57.1428571428571,4.75,17,11
398,1,roys,70.4225352112676,5.05,17,11
399,1,roys,65,4.87,17,11
399,1,roys,58.0645161290323,5.05,16,11
400,1,roys,60.377358490566,4.5,17,-3.5
400,1,roys,34.7826086956522,5.05,16,-3.5
401,1,roys,53.3333333333333,4.25,16,7.5
401,1,roys,22.2222222222222,5.05,16,7.5
402,1,roys,57.8947368421053,4.75,16,2.5
402,1,roys,79.0697674418605,5.05,15,2.5
405,1,roys,34.2857142857143,4.32,17,-5.5
405,1,roys,12.5,5.05,16,-5.5
410,1,bk,0,4.25,16,0
410,1,bk,0,5.05,16,0
411,1,bk,0,4.5,16,4
411,1,bk,16,5.05,16,4
412,1,kfc,0,4.5,11,-2
412,1,kfc,0,5.05,11,-2
413,1,bk,0,4.25,17,-10
413,1,bk,0,5.05,17,-10
414,1,bk,0,4.25,16,-1.5
414,1,bk,60.4651162790698,5.05,16,-1.5
415,1,bk,27.5862068965517,4.25,16,-6
415,1,bk,0,5.05,16,-6
417,1,bk,19.047619047619,4.25,16,4.5
417,1,bk,50.9803921568627,5.05,16,4.5
418,1,bk,72.289156626506,4.25,15,-20
418,1,bk,0,5.05,16,-20
419,1,kfc,25,4.25,11,-2.5
419,1,kfc,52.6315789473684,5.05,11,-2.5
421,1,kfc,60.6060606060606,4.62,13,3.5
421,1,kfc,68.4931506849315,5.05,13,3.5
422,1,kfc,0,4.75,11,9.5
422,1,kfc,31.25,5.05,11,9.5
423,1,kfc,22.2222222222222,4.95,12,14.75
423,1,kfc,80,5.25,11,14.75
424,1,kfc,35.8974358974359,4.75,11,7.75
424,1,kfc,68.5714285714286,5.25,14,7.75
426,1,roys,12.2448979591837,4.25,19,-4
426,1,roys,24.390243902439,5.05,18,-4
427,1,wendys,50,4.75,12.5,6.5
427,1,wendys,0,5.05,12.5,6.5
428,1,wendys,0,4.62,12.5,5.5
428,1,wendys,40,5.14,12.5,5.5
